Expt,Subject,Session,TE,Cond,RCL-L6p,INT_list6,TEST_EXP1,TEST_EXP2,TEST_EXP3,TEST_EXP4,TEST_EXP5,TEST_EXP6,L1_ARC,L2_ARC,L3_ARC,L4_ARC,L5_ARC,L6_ARC
4,545,2,NTE,Not-Tested,0.27,1,,,,,,,,,,,,-1
4,546,3,NTE,Not-Tested,0.87,1,,,,,,,,,,,,-0.27
4,547,4,NTE,Not-Tested,0.27,1,,,,,,,,,,,,0
4,548,5,NTE,Not-Tested,0.07,2,,,,,,,,,,,,0
4,549,6,NTE,Not-Tested,0.53,0,,,,,,,,,,,,0.5
4,550,1,NTE,Not-Tested,0.87,1,,,,,,,,,,,,0.84
4,551,2,NTE,Not-Tested,0,3,,,,,,,,,,,,0
4,552,3,NTE,Not-Tested,0.27,3,,,,,,,,,,,,0
4,554,5,NTE,Not-Tested,0.33,1,,,,,,,,,,,,0
4,555,6,NTE,Not-Tested,0.07,6,,,,,,,,,,,,0
4,556,1,NTE,Not-Tested,0.13,2,,,,,,,,,,,,0
4,557,2,NTE,Not-Tested,0.4,0,,,,,,,,,,,,0
4,561,6,NTE,Not-Tested,0.07,3,,,,,,,,,,,,0
4,562,1,NTE,Not-Tested,0.6,1,,,,,,,,,,,,0.04
4,564,3,NTE,Not-Tested,0,4,,,,,,,,,,,,0
4,565,4,NTE,Not-Tested,0.6,0,,,,,,,,,,,,0.65
4,566,5,NTE,Not-Tested,0.33,0,,,,,,,,,,,,0.17
4,567,6,NTE,Not-Tested,0.27,0,,,,,,,,,,,,-1
4,568,1,NTE,Not-Tested,0.07,2,,,,,,,,,,,,0
4,571,4,NTE,Not-Tested,0.87,1,,,,,,,,,,,,0.35
4,572,5,NTE,Not-Tested,0.67,0,,,,,,,,,,,,0.44
4,573,6,NTE,Not-Tested,0.47,1,,,,,,,,,,,,0.07
4,574,1,NTE,Not-Tested,0.4,4,,,,,,,,,,,,0.25
4,575,2,NTE,Not-Tested,0.53,0,,,,,,,,,,,,0.64
4,576,3,NTE,Not-Tested,0.33,1,,,,,,,,,,,,1
4,577,4,NTE,Not-Tested,0.27,1,,,,,,,,,,,,1
4,578,5,NTE,Not-Tested,0.33,0,,,,,,,,,,,,-0.67
4,579,6,NTE,Not-Tested,0.33,1,,,,,,,,,,,,-0.67
4,580,1,NTE,Not-Tested,1,0,,,,,,,,,,,,1
